product_id,image_ids,primary_image,category,product_type,suggested_name,description_draft,detected_colors,detected_pattern,fabric,dimensions,blouse_included,price_inr,availability,featured,new_arrival,ai_confidence,manual_review_required,review_notes
"PWT-068","pwt-img-073.webp","pwt-img-073.webp","textiles","textile detail photograph","Unverified cream, yellow, and brown textile detail photograph","Photograph shows a textile detail photograph with cream, yellow, and brown visible and a close-up woven border/detail.","cream, yellow, and brown","close-up woven border/detail","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","This appears to be a close-up/detail photograph rather than a clearly separate product; grouping needs owner review."
"PWT-069","pwt-img-074.webp","pwt-img-074.webp","sarees","folded saree-like textile","Unverified dark green, black, and mustard folded saree-like textile","Photograph shows a folded saree-like textile with dark green, black, and mustard visible and a small repeating motif.","dark green, black, and mustard","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-070","pwt-img-075.webp","pwt-img-075.webp","sarees","folded saree-like textile","Unverified cream, red, blue, and mustard folded saree-like textile","Photograph shows a folded saree-like textile with cream, red, blue, and mustard visible and a multicolor striped border.","cream, red, blue, and mustard","multicolor striped border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-071","pwt-img-076.webp","pwt-img-076.webp","handbags","handbag","Unverified maroon and brown handbag","Photograph shows a handbag with maroon and brown visible and a patterned textile or plain surface.","maroon and brown","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-072","pwt-img-077.webp","pwt-img-077.webp","handbags","handbag","Unverified black and gray handbag","Photograph shows a handbag with black and gray visible and a patterned textile or plain surface.","black and gray","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-073","pwt-img-078.webp","pwt-img-078.webp","sarees","folded saree-like textile","Unverified red and green folded saree-like textile","Photograph shows a folded saree-like textile with red and green visible and a bordered woven motif.","red and green","bordered woven motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-074","pwt-img-079.webp","pwt-img-079.webp","sarees","folded saree-like textile","Unverified maroon, mustard, and orange folded saree-like textile","Photograph shows a folded saree-like textile with maroon, mustard, and orange visible and a repeating motif with border.","maroon, mustard, and orange","repeating motif with border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-075","pwt-img-080.webp","pwt-img-080.webp","sarees","folded saree-like textile","Unverified brown, black, and peach folded saree-like textile","Photograph shows a folded saree-like textile with brown, black, and peach visible and a large geometric motif.","brown, black, and peach","large geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-076","pwt-img-081.webp","pwt-img-081.webp","sarees","folded saree-like textile","Unverified cream, blue, mustard, and brown folded saree-like textile","Photograph shows a folded saree-like textile with cream, blue, mustard, and brown visible and a bordered geometric motif.","cream, blue, mustard, and brown","bordered geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-077","pwt-img-082.webp","pwt-img-082.webp","textiles","scarf or stole","Unverified black and magenta scarf or stole","Photograph shows a scarf or stole with black and magenta visible and a small fringed textile.","black and magenta","small fringed textile","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow textile form and/or fringe are visible; material and dimensions need owner review."
"PWT-078","pwt-img-083.webp","pwt-img-083.webp","sarees","folded saree-like textile","Unverified peach, orange, and brown folded saree-like textile","Photograph shows a folded saree-like textile with peach, orange, and brown visible and a large geometric motif.","peach, orange, and brown","large geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-079","pwt-img-084.webp","pwt-img-084.webp","sarees","folded saree-like textile","Unverified cream and navy blue folded saree-like textile","Photograph shows a folded saree-like textile with cream and navy blue visible and a large geometric motif with border.","cream and navy blue","large geometric motif with border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-080","pwt-img-085.webp","pwt-img-085.webp","sarees","folded saree-like textile","Unverified purple and magenta folded saree-like textile","Photograph shows a folded saree-like textile with purple and magenta visible and a bordered woven motif.","purple and magenta","bordered woven motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-081","pwt-img-086.webp","pwt-img-086.webp","sarees","folded saree-like textile","Unverified dark green folded saree-like textile","Photograph shows a folded saree-like textile with dark green visible and a small repeating motif.","dark green","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-082","pwt-img-087.webp","pwt-img-087.webp","sarees","folded saree-like textile","Unverified navy blue and cream folded saree-like textile","Photograph shows a folded saree-like textile with navy blue and cream visible and a repeating geometric motif.","navy blue and cream","repeating geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-083","pwt-img-088.webp","pwt-img-088.webp","sarees","folded saree-like textile","Unverified maroon and orange folded saree-like textile","Photograph shows a folded saree-like textile with maroon and orange visible and a repeating geometric motif.","maroon and orange","repeating geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-084","pwt-img-089.webp","pwt-img-089.webp","handbags","handbag","Unverified black and purple handbag","Photograph shows a handbag with black and purple visible and a patterned textile or plain surface.","black and purple","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-085","pwt-img-090.webp","pwt-img-090.webp","handbags","handbag","Unverified cream, green, and orange handbag","Photograph shows a handbag with cream, green, and orange visible and a patterned textile or plain surface.","cream, green, and orange","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-086","pwt-img-091.webp","pwt-img-091.webp","handbags","handbag","Unverified light blue and black handbag","Photograph shows a handbag with light blue and black visible and a patterned textile or plain surface.","light blue and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-087","pwt-img-092.webp","pwt-img-092.webp","other","stack of folded textile items","Unverified brown, olive, red, and cream stack of folded textile items","Photograph shows a stack of folded textile items with brown, olive, red, and cream visible and a plain/color-blocked folded surfaces.","brown, olive, red, and cream","plain/color-blocked folded surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Several separate folded items are visible; product grouping and intended use need owner review."
"PWT-088","pwt-img-093.webp","pwt-img-093.webp","other","folded packaged textile","Unverified dark green folded packaged textile","Photograph shows a folded packaged textile with dark green visible and a small repeating motif.","dark green","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Packaging and the intended product type are not certain from the photograph."
"PWT-089","pwt-img-094.webp","pwt-img-094.webp","handbags","handbag","Unverified red handbag","Photograph shows a handbag with red visible and a patterned textile or plain surface.","red","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-090","pwt-img-095.webp","pwt-img-095.webp","textiles","scarf or stole","Unverified navy blue, cream, and multicolor scarf or stole","Photograph shows a scarf or stole with navy blue, cream, and multicolor visible and a striped with fringe.","navy blue, cream, and multicolor","striped with fringe","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow textile form and/or fringe are visible; material and dimensions need owner review."
"PWT-091","pwt-img-096.webp","pwt-img-096.webp","textiles","folded fringed textile","Unverified red, black, and cream folded fringed textile","Photograph shows a folded fringed textile with red, black, and cream visible and a color-blocked with fringe.","red, black, and cream","color-blocked with fringe","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The textile form and fringe are visible; exact product type needs review."
"PWT-092","pwt-img-097.webp","pwt-img-097.webp","other","folded packaged textile","Unverified brown and cream folded packaged textile","Photograph shows a folded packaged textile with brown and cream visible and a small repeating motif.","brown and cream","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Packaging and the intended product type are not certain from the photograph."
"PWT-093","pwt-img-098.webp","pwt-img-098.webp","textiles","assorted folded textiles","Unverified gray, mustard, navy, and multicolor assorted folded textiles","Photograph shows a assorted folded textiles with gray, mustard, navy, and multicolor visible and a mixed stripes and motifs.","gray, mustard, navy, and multicolor","mixed stripes and motifs","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The photograph shows multiple separate folded textiles; it is not treated as one product."
"PWT-094","pwt-img-099.webp,pwt-img-100.webp","pwt-img-099.webp","sarees","saree-like textile, repeated views","Unverified navy blue, gray, pink, and black saree-like textile, repeated views","Photograph shows a saree-like textile, repeated views with navy blue, gray, pink, and black visible and a small repeating motif with contrasting border.","navy blue, gray, pink, and black","small repeating motif with contrasting border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The two photographs show the same apparent textile pattern and folded arrangement; owner should confirm the grouping."
"PWT-095","pwt-img-101.webp","pwt-img-101.webp","other","stack of packaged textile items","Unverified red, blue, black, and green stack of packaged textile items","Photograph shows a stack of packaged textile items with red, blue, black, and green visible and a mixed folded surfaces.","red, blue, black, and green","mixed folded surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Several separate packaged items are visible; product grouping and intended use need owner review."
"PWT-096","pwt-img-102.webp","pwt-img-102.webp","other","assorted textile items","Unverified olive, teal, navy, pink, and red assorted textile items","Photograph shows a assorted textile items with olive, teal, navy, pink, and red visible and a mixed folded surfaces.","olive, teal, navy, pink, and red","mixed folded surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Several separate items are visible; product grouping and intended use need owner review."
"PWT-097","pwt-img-103.webp","pwt-img-103.webp","sarees","folded saree-like textile","Unverified dark teal and green folded saree-like textile","Photograph shows a folded saree-like textile with dark teal and green visible and a small repeating motif.","dark teal and green","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-098","pwt-img-104.webp","pwt-img-104.webp","other","stack of folded textile items","Unverified gray, olive, navy, red, and cream stack of folded textile items","Photograph shows a stack of folded textile items with gray, olive, navy, red, and cream visible and a mixed folded surfaces.","gray, olive, navy, red, and cream","mixed folded surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Several separate folded items are visible; product grouping and intended use need owner review."
"PWT-099","pwt-img-105.webp","pwt-img-105.webp","sarees","folded saree-like textile","Unverified mustard and brown folded saree-like textile","Photograph shows a folded saree-like textile with mustard and brown visible and a small repeating motif.","mustard and brown","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-100","pwt-img-106.webp","pwt-img-106.webp","textiles","scarf or stole","Unverified maroon and cream scarf or stole","Photograph shows a scarf or stole with maroon and cream visible and a small repeating motif.","maroon and cream","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow rectangular textile form is visible; exact product type, material, and dimensions need review."
"PWT-101","pwt-img-107.webp","pwt-img-107.webp","sarees","folded saree-like textile","Unverified maroon and cream folded saree-like textile","Photograph shows a folded saree-like textile with maroon and cream visible and a small repeating motif.","maroon and cream","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-102","pwt-img-108.webp","pwt-img-108.webp","sarees","folded saree-like textile","Unverified maroon and cream folded saree-like textile","Photograph shows a folded saree-like textile with maroon and cream visible and a small repeating motif.","maroon and cream","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-103","pwt-img-109.webp","pwt-img-109.webp","sarees","folded saree-like textile","Unverified navy blue and cream folded saree-like textile","Photograph shows a folded saree-like textile with navy blue and cream visible and a repeating geometric motif.","navy blue and cream","repeating geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-104","pwt-img-110.webp","pwt-img-110.webp","sarees","folded saree-like textile","Unverified red and cream folded saree-like textile","Photograph shows a folded saree-like textile with red and cream visible and a repeating geometric motif.","red and cream","repeating geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-105","pwt-img-111.webp","pwt-img-111.webp","sarees","folded saree-like textile","Unverified dark green and teal folded saree-like textile","Photograph shows a folded saree-like textile with dark green and teal visible and a small repeating motif.","dark green and teal","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."

